32.45519268,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663940",69549.45055,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
33.6529835,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",108615.3846,USD
34.51093092,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100802.1978,USD
35.36887835,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658074",92989.01099,USD
36.22682578,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669504",85175.82418,USD
37.08477321,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",77362.63736,USD
37.94272064,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663940",69549.45055,USD
38.80066806,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167213",61736.26374,USD
39.65861549,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69733",53923.07692,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
40.80407803,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",108615.3846,USD
41.6450078,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100802.1978,USD
42.48593757,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658074",92989.01099,USD
43.32686734,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669504",85175.82418,USD
44.16779711,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",77362.63736,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
45.51299144,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",108615.3846,USD
46.34476378,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100802.1978,USD
47.17653612,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658074",92989.01099,USD
48.00830847,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669504",85175.82418,USD
48.84008081,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",77362.63736,USD
49.67185315,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663940",69549.45055,USD
50.50362549,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167213",61736.26374,USD
51.33539784,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69733",53923.07692,USD
52.16717018,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,46109.89011,USD
52.99894252,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500116",38296.7033,USD
53.83071486,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,30483.51648,USD
54.66248721,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162303",22670.32967,USD
55.49425955,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778672",14857.14286,USD
56.32603189,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525003",7043.956044,USD
57.15780423,operation,property_type,place_with_parent_names,lat-lon,price,currency
57.98957658,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",92989.01099,USD
58.82134892,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85175.82418,USD
59.65312126,operation,property_type,place_with_parent_names,lat-lon,price,currency
60.4848936,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",77362.63736,USD
61.31666595,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,69549.45055,USD
62.14843829,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",61736.26374,USD
62.98021063,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",53923.07692,USD
63.81198297,operation,property_type,place_with_parent_names,lat-lon,price,currency
64.64375532,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",53923.07692,USD
65.47552766,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,46109.89011,USD
66.3073,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",38296.7033,USD
67.13907234,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",30483.51648,USD
67.97084469,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",22670.32967,USD
68.80261703,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",14857.14286,USD
69.63438937,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167214",7043.956044,USD
70.46616171,operation,property_type,place_with_parent_names,lat-lon,price,currency
71.29793406,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",61736.26374,USD
72.1297064,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,53923.07692,USD
72.96147874,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",46109.89011,USD
73.79325108,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",38296.7033,USD
74.62502343,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",30483.51648,USD
75.45679577,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",22670.32967,USD
76.28856811,operation,property_type,place_with_parent_names,lat-lon,price,currency
77.12034045,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",46109.89011,USD
77.9521128,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,38296.7033,USD
78.78388514,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",30483.51648,USD
79.61565748,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",22670.32967,USD
80.44742982,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",14857.14286,USD
81.27920217,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",7043.956044,USD
82.11097451,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167214",-769.2307692,USD
82.94274685,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69734",-8582.417582,USD
83.77451919,operation,property_type,place_with_parent_names,lat-lon,price,currency
84.60629154,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",69549.45055,USD
85.43806388,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,61736.26374,USD
86.26983622,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",53923.07692,USD
87.10160856,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",46109.89011,USD
87.9333809,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",38296.7033,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
88.76515325,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-769.2307692,USD
89.59692559,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-8582.417582,USD
90.42869793,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",-16395.6044,USD
91.26047027,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",-24208.79121,USD
92.09224262,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-32021.97802,USD
92.92401496,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",-39835.16484,USD
93.7557873,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167214",-47648.35165,USD
94.58755964,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69734",-55461.53846,USD
95.41933199,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-63274.72527,USD
96.25110433,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500117",-71087.91209,USD
97.08287667,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-78901.0989,USD
97.91464901,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162304",-86714.28571,USD
98.74642136,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778673",-94527.47253,USD
99.5781937,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525004",-102340.6593,USD
100.409966,operation,property_type,place_with_parent_names,lat-lon,price,currency
101.2417384,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",77362.63736,USD
102.0735107,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,69549.45055,USD
102.9052831,operation,property_type,place_with_parent_names,lat-lon,price,currency
103.7370554,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",46109.89011,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
104.6747658,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",108615.3846,USD
105.4916201,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100802.1978,USD
106.3084743,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658074",92989.01099,USD
107.1253286,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669504",85175.82418,USD
107.9421828,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",77362.63736,USD
108.7590371,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663940",69549.45055,USD
109.5758913,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167213",61736.26374,USD
110.3927455,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69733",53923.07692,USD
111.2095998,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,46109.89011,USD
112.026454,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500116",38296.7033,USD
112.8433083,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,30483.51648,USD
113.6601625,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162303",22670.32967,USD
114.4770168,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778672",14857.14286,USD
115.293871,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525003",7043.956044,USD
116.1107253,operation,property_type,place_with_parent_names,lat-lon,price,currency
116.9275795,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",92989.01099,USD
117.7444337,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85175.82418,USD
118.561288,operation,property_type,place_with_parent_names,lat-lon,price,currency
119.3781422,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",77362.63736,USD
120.1949965,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,69549.45055,USD
121.0118507,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",61736.26374,USD
121.828705,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",53923.07692,USD
122.6455592,operation,property_type,place_with_parent_names,lat-lon,price,currency
123.4624135,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",53923.07692,USD
124.2792677,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,46109.89011,USD
125.096122,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",38296.7033,USD
125.9129762,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",30483.51648,USD
126.7298304,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",22670.32967,USD
127.5466847,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",14857.14286,USD
128.3635389,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167214",7043.956044,USD
129.1803932,operation,property_type,place_with_parent_names,lat-lon,price,currency
129.9972474,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",61736.26374,USD
130.8141017,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,53923.07692,USD
131.6309559,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",46109.89011,USD
132.4478102,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",38296.7033,USD
133.2646644,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",30483.51648,USD
134.0815187,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",22670.32967,USD
134.8983729,operation,property_type,place_with_parent_names,lat-lon,price,currency
135.7152271,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",46109.89011,USD
136.5320814,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,38296.7033,USD
137.3489356,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",30483.51648,USD
138.1657899,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",22670.32967,USD
138.9826441,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",14857.14286,USD
139.7994984,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",7043.956044,USD
140.6163526,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167214",-769.2307692,USD
141.4332069,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69734",-8582.417582,USD
142.2500611,operation,property_type,place_with_parent_names,lat-lon,price,currency
143.0669154,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",69549.45055,USD
143.8837696,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,61736.26374,USD
144.7006238,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",53923.07692,USD
145.5174781,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",46109.89011,USD
146.3343323,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",38296.7033,USD
147.1511866,operation,property_type,place_with_parent_names,lat-lon,price,currency
147.9680408,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-769.2307692,USD
148.7848951,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-8582.417582,USD
149.6017493,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658075",-16395.6044,USD
150.4186036,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669505",-24208.79121,USD
151.2354578,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-32021.97802,USD
152.0523121,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663941",-39835.16484,USD
152.8691663,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167214",-47648.35165,USD
153.6860205,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69734",-55461.53846,USD
154.5028748,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-63274.72527,USD
155.319729,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500117",-71087.91209,USD
156.1365833,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-78901.0989,USD
156.9534375,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162304",-86714.28571,USD
157.7702918,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778673",-94527.47253,USD
158.587146,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525004",-102340.6593,USD
159.4040003,operation,property_type,place_with_parent_names,lat-lon,price,currency
160.2208545,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",77362.63736,USD
161.0377088,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,69549.45055,USD
161.854563,operation,property_type,place_with_parent_names,lat-lon,price,currency
162.6714172,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",46109.89011,USD
163.4882715,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,38296.7033,USD
164.3051257,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658076",30483.51648,USD
165.12198,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669506",22670.32967,USD
165.9388342,operation,property_type,place_with_parent_names,lat-lon,price,currency
166.7556885,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-769.2307692,USD
167.5725427,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-8582.417582,USD
168.389397,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658076",-16395.6044,USD
169.2062512,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669506",-24208.79121,USD
170.0231055,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-32021.97802,USD
170.8399597,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663942",-39835.16484,USD
171.6568139,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167215",-47648.35165,USD
172.4736682,operation,property_type,place_with_parent_names,lat-lon,price,currency
173.2905224,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",14857.14286,USD
174.1073767,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,7043.956044,USD
174.9242309,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658076",-769.2307692,USD
175.7410852,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669506",-8582.417582,USD
176.5579394,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-16395.6044,USD
177.3747937,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663942",-24208.79121,USD
178.1916479,operation,property_type,place_with_parent_names,lat-lon,price,currency
179.0085022,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-16395.6044,USD
179.8253564,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-24208.79121,USD
180.6422106,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658076",-32021.97802,USD
181.4590649,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669506",-39835.16484,USD
182.2759191,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-47648.35165,USD
183.0927734,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663942",-55461.53846,USD
183.9096276,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167215",-63274.72527,USD
184.7264819,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69735",-71087.91209,USD
185.5433361,operation,property_type,place_with_parent_names,lat-lon,price,currency
186.3601904,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",30483.51648,USD
187.1770446,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,22670.32967,USD
